ukbb_std_name	ukbb_raw_name	outcome	bbs_feature_id	bbs_chemical_name	bbs_pathway	bbs_sub_pathway	unsure	comment
		N-acetylasparagine levels	metab_compid_33942					
		N-acetylarginine levels	metab_compid_33953					
		5-acetylamino-6-formylamino-3-methyluracil levels	metab_compid_34401					
		Orotidine levels	metab_compid_35172					
		3-methylcytidine levels						
		N-acetylcitrulline levels	metab_compid_48434					
		N-acetyl-aspartyl-glutamate (naag) levels	metab_compid_35665					
		1-stearoyl-2-arachidonoyl-gpc (18:0/20:4) levels	metab_compid_42450					
		"Bilirubin (E,E) levels"	metab_compid_32586					
		"Bilirubin (E,Z or Z,E) levels"	metab_compid_47886					
		Androsterone glucuronide levels	metab_compid_61846					
		N6-methyllysine levels	metab_compid_62249					
		N-acetyl-1-methylhistidine levels	metab_compid_43255					
		N-delta-acetylornithine levels	metab_compid_43249					
		1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6) levels	metab_compid_52462					
		Glycochenodeoxycholate glucuronide (1) levels	metab_compid_52983					
		2'-o-methylcytidine levels	metab_compid_57554					
		2'-o-methyluridine levels	metab_compid_57655					
		"N6,N6-dimethyllysine levels"	metab_compid_57839					
		"N2-acetyl,N6,N6-dimethyllysine levels"	metab_compid_63254					
		"N2-acetyl,N6-methyllysine levels"	metab_compid_62954					
		Deoxycholic acid glucuronide levels	metab_compid_47651					
		Decadienedioic acid (C10:2-DC) levels						
		"Bilirubin degradation product, C17H18N2O4 (1) levels"						
		"Bilirubin degradation product, C17H18N2O4 (2) levels"						
		"Bilirubin degradation product, C17H18N2O4 (3) levels"						
		"Bilirubin (z,z) levels"	metab_compid_43807					
		Ethylmalonate levels	metab_compid_15765					
		Biliverdin levels	metab_compid_2137					
		X-12112 levels						
		X-12798 levels	metab_compid_46624					
		X-13431 levels	metab_compid_47788					
		X-19141 levels	metab_compid_46701					
		Spermidine to 5-methylthioadenosine (MTA) ratio						
		Spermidine to ornithine ratio						
		Alpha-ketoglutarate to alpha-ketobutyrate ratio						
		Alpha-ketoglutarate to glutamate ratio						
		Adenosine 5'-diphosphate (ADP) to phosphoethanolamine ratio						
		3-phosphoglycerate to adenosine 5'-diphosphate (ADP) ratio						
		Alpha-ketoglutarate to succinate ratio						
		"Adenosine 3',5'-cyclic monophosphate (cAMP) to adenosine 5'-monophosphate (AMP) ratio"						
		Adenosine 5'-diphosphate (ADP) to pantothenate ratio						
		Adenosine 5'-diphosphate (ADP) to phosphate ratio						
		S-adenosylhomocysteine (SAH) to leucine ratio						
		S-adenosylhomocysteine (SAH) to 5-methyluridine (ribothymidine) ratio						
		Cholate to taurocholate ratio						
		Adenosine 5'-diphosphate (ADP) to creatine ratio						
		N-acetylputrescine to (N(1) + N(8))-acetylspermidine ratio						
		"Adenosine 3',5'-cyclic monophosphate (cAMP) to taurocholate ratio"						
		Adenosine 5'-diphosphate (ADP) to Adenosine 5'-monophosphate (AMP) ratio						
		3-phosphoglycerate to phosphate ratio						
		Adenosine 5'-diphosphate (ADP) to fructose ratio						
		Adenosine 5'-diphosphate (ADP) to mannose ratio						
		Adenosine 5'-diphosphate (ADP) to tyrosine ratio						
		Adenosine 5'-diphosphate (ADP) to N-acetylglucosamine to N-acetylgalactosamine ratio						
		Adenosine 5'-monophosphate (AMP) to palmitate (16:0) ratio						
		Arginine to ornithine ratio						
		Adenosine 5'-diphosphate (ADP) to arginine ratio						
		Adenosine 5'-diphosphate (ADP) to 2'-deoxyuridine ratio						
		Adenosine 5'-monophosphate (AMP) to inosine 5'-monophosphate (IMP) ratio						
		Adenosine 5'-monophosphate (AMP) to proline ratio						
		Arachidonate (20:4n6) to oleate to vaccenate (18:1) ratio						
		Adenosine 5'-monophosphate (AMP) to alanine ratio						
		Aspartate to citrate ratio						
		Arginine to citrulline ratio						
		Arginine to glutamate ratio						
		Adenosine 5'-monophosphate (AMP) to phenylalanine ratio						
		Adenosine 5'-diphosphate (ADP) to gluconate ratio						
		Adenosine 5'-monophosphate (AMP) to phosphate ratio						
		Aspartate to glutamate ratio						
		Arachidonate (20:4n6) to pyruvate ratio						
		Aspartate to asparagine ratio						
		Cortisone to cortisol ratio						
		Succinate to acetoacetate ratio						
		Aspartate to citrulline ratio						
		Sphingosine to phosphate ratio						
		Inosine 5'-monophosphate (IMP) to phosphate ratio						
		Glycine to pyridoxal ratio						
		Glycine to alanine ratio						
		Glycine to serine ratio						
		Histidine to trans-urocanate ratio						
		Methionine to methionine sulfoxide ratio						
		Citrulline to dimethylarginine (SDMA + ADMA) ratio						
		Palmitate (16:0) to myristate (14:0) ratio						
		Phosphate to N-acetylneuraminate ratio						
		Phosphate to uridine ratio						
		Phosphate to alanine ratio						
		Phosphate to phosphoethanolamine ratio						
		Phosphate to glucose ratio						
		Phosphate to 2'-deoxyuridine ratio						
		Phosphate to mannose ratio						
		Phenylalanine to tyrosine ratio						
		Phosphate to fructose ratio						
		Phosphate to citrate ratio						
		Serine to alpha-tocopherol ratio						
		Uridine to pseudouridine ratio						
		Serine to pyruvate ratio						
		Glutamate to glutamine ratio						
		Uridine to cytidine ratio						
		Pyruvate to 3-methyl-2-oxobutyrate ratio						
		Pyruvate to N-acetylneuraminate ratio						
		Alanine to pyruvate ratio						
		Glucose to maltose ratio						
		Mannose to trans-4-hydroxyproline ratio						
		Mannose to S-methylcysteine ratio						
		Glutamate to cysteine ratio						
		Cysteine to 5-oxoproline ratio						
		Cysteine to alanine ratio						
		Glutamine to asparagine ratio						
		5-oxoproline to citrate ratio						
		Alpha-tocopherol to sulfate ratio						
		Thyroxine to taurocholate ratio						
		Creatine to carnitine ratio						
		Carnitine to palmitoylcarnitine (C16) ratio						
		Glycolithocholate to glycolithocholate sulfate ratio						
		Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio						
		Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio						
		Spermidine to (N(1) + N(8))-acetylspermidine ratio						
		Spermidine to N-acetylputrescine ratio						
		Dopamine 4-sulfate to dopamine 3-O-sulfate ratio						
		Spermidine to adenosine 5'-diphosphate (ADP) ratio						
		Spermidine to histidine ratio						
		5-methylthioadenosine (MTA) to phosphate ratio						
		Histidine to pyruvate ratio						
		Spermidine to phosphate ratio						
		Spermidine to pyruvate ratio						
		Spermidine to carnitine ratio						
		Spermidine to ergothioneine ratio						
		Carnitine to ergothioneine ratio						
		Spermidine to choline ratio						
		Spermidine to taurocholate ratio						
		Alpha-ketoglutarate to kynurenine ratio						
		Choline to taurocholate ratio						
		Glutamate to kynurenine ratio						
		Ornithine to glutamate ratio						
		Alpha-ketoglutarate to ornithine ratio						
		3-hydroxyisobutyrate to adenosine 5'-diphosphate (ADP) ratio						
		Alpha-ketoglutarate to aspartate ratio						
		3-hydroxyisobutyrate to phosphate ratio						
		Adenosine 5'-diphosphate (ADP) to glycerate ratio						
		3-phosphoglycerate to glycerate ratio						
		Adenosine 5'-diphosphate (ADP) to valine ratio						
		Adenosine 5'-diphosphate (ADP) to glycine ratio						
		Phosphate to valine ratio						
		Adenosine 5'-diphosphate (ADP) to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio						
		Adenosine 5'-diphosphate (ADP) to sulfate ratio						
		Phosphate to sulfate ratio						
		Glycine to phosphate ratio						
		Phosphate to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio						
		"Cholate to bilirubin (Z,Z) ratio"						
		"Bilirubin (Z,Z) to taurocholate ratio"						
		"Cholate to adenosine 3',5'-cyclic monophosphate (cAMP) ratio"						
		Cholate to phosphate ratio						
		Adenosine 5'-diphosphate (ADP) to citrate ratio						
		Cholate to adenosine 5'-monophosphate (AMP) ratio						
		Adenosine 5'-diphosphate (ADP) to glycerol 3-phosphate ratio						
		Adenosine 5'-diphosphate (ADP) to glycerol ratio						
		Glycerol to glycerol 3-phosphate ratio						
		Adenosine 5'-diphosphate (ADP) to glutamate ratio						
		Phosphate to glutamate ratio						
		Adenosine 5'-diphosphate (ADP) to aspartate ratio						
		Adenosine 5'-diphosphate (ADP) to flavin adenine dinucleotide (FAD) ratio						
		Adenosine 5'-diphosphate (ADP) to oxalate (ethanedioate) ratio						
		Citrate to oxalate (ethanedioate) ratio						
		Adenosine 5'-monophosphate (AMP) to flavin adenine dinucleotide (FAD) ratio						
		Aspartate to phosphate ratio						
		Adenosine 5'-monophosphate (AMP) to citrate ratio						
		Phenylalanine to phosphate ratio						
		Phosphate to tryptophan ratio						
		Adenosine 5'-monophosphate (AMP) to glutamine ratio						
		Adenosine 5'-monophosphate (AMP) to threonine ratio						
		Adenosine 5'-monophosphate (AMP) to tryptophan ratio						
		Adenosine 5'-monophosphate (AMP) to glycine ratio						
		Adenosine 5'-monophosphate (AMP) to arginine ratio						
		Adenosine 5'-monophosphate (AMP) to tyrosine ratio						
		Arginine to phosphate ratio						
		Phosphate to threonine ratio						
		Phosphate to glutamine ratio						
		Adenosine 5'-monophosphate (AMP) to aspartate ratio						
		Phosphate to tyrosine ratio						
		Adenosine 5'-monophosphate (AMP) to asparagine ratio						
		Adenosine 5'-monophosphate (AMP) to serine ratio						
		Histidine to phosphate ratio						
		Adenosine 5'-monophosphate (AMP) to methionine ratio						
		Phosphate to serine ratio						
		Methionine to phosphate ratio						
		Adenosine 5'-monophosphate (AMP) to histidine ratio						
		phosphate to asparagine ratio						
		Adenosine 5'-monophosphate (AMP) to isoleucine ratio						
		Isoleucine to phosphate ratio						
		Adenosine 5'-monophosphate (AMP) to valine ratio						
		Adenosine 5'-monophosphate (AMP) to acetoacetate ratio						
		Adenosine 5'-monophosphate (AMP) to cysteine ratio						
		Phosphate to cysteine ratio						
		Cortisol to 4-cholesten-3-one ratio						
		Cysteinylglycine to taurine ratio						
		Cysteinylglycine to glutamate ratio						
		Cortisone to 4-cholesten-3-one ratio						
		Taurine to glutamate ratio						
		Glutarate (C5-DC) to caprylate (8:0) ratio						
		Adenosine 5'-monophosphate (AMP) to glutamate ratio						
		Glutarate (C5-DC) to salicylate ratio						
		Aspartate to N-acetylglucosamine to N-acetylgalactosamine ratio						
		Aspartate to mannose ratio						
		Phosphate to acetoacetate ratio						
		Mannose to N-acetylglucosamine to N-acetylgalactosamine ratio						
		Phenylpyruvate to citrate ratio						
		Phenylpyruvate to 4-hydroxyphenylpyruvate ratio						
		Cholesterol to cortisol ratio						
		Citrate to 4-hydroxyphenylpyruvate ratio						
		Cholesterol to taurocholate ratio						
		Cortisol to taurocholate ratio						
		Salicylate to caprylate (8:0) ratio						
		Hypotaurine to taurine ratio						
		Taurine to cysteine ratio						
		Inosine to theophylline ratio						
		Hypotaurine to cysteine ratio						
		Inosine to EDTA ratio						
		Theophylline to EDTA ratio						
		Citrulline to phosphate ratio						
		Citrulline to ornithine ratio						
		Phosphate to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio						
		Ornithine to phosphate ratio						
		Phosphate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio						
		Phosphate to glycerol ratio						
		Phosphate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio						
		Glucose to glycerol ratio						
		2'-deoxyuridine to cytidine ratio						
		Retinol (Vitamin A) to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio						
		Retinol (Vitamin A) to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio						
		Uridine to 2'-deoxyuridine ratio						
		Retinol (Vitamin A) to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio						
		Tryptophan to pyruvate ratio						
		tryptophan to tyrosine ratio						
		Glucose to sucrose ratio						
		Tyrosine to pyruvate ratio						
		Glucose to fructose ratio						
		Fructose to sucrose ratio						
		Alpha-ketobutyrate to 3-methyl-2-oxobutyrate ratio						
		N-palmitoyl-sphingosine (d18:1 to 16:0) to N-palmitoyl-sphinganine (d18:0 to 16:0) ratio						
		Caffeine to theophylline ratio						
		Mannose to glycerol ratio						
		Mannose to mannitol to sorbitol ratio						
		Alpha-ketobutyrate to pyruvate ratio						
		Glycerol to mannitol to sorbitol ratio						
		Alpha-tocopherol to glycerol ratio						
		Caffeine to theobromine ratio						
		N-stearoyl-sphingosine (d18:1 to 18:0) to N-palmitoyl-sphinganine (d18:0 to 16:0) ratio						
		Theophylline to theobromine ratio						
		N-palmitoyl-sphingosine (d18:1 to 16:0) to N-stearoyl-sphingosine (d18:1 to 18:0) ratio						
		Glycerol to carnitine ratio						
		Carnitine to acetylcarnitine (C2) ratio						
		Glycerol to sulfate ratio						
		Glycerol to palmitoylcarnitine (C16) ratio						
		Alpha-ketoglutarate to proline ratio						
		Acetylcarnitine (C2) to propionylcarnitine (C3) ratio						
		Carnitine to propionylcarnitine (C3) ratio						
		Succinate to proline ratio						
		Alpha-ketoglutarate to trans-4-hydroxyproline ratio						
		Alpha-ketoglutarate to alanine ratio						
		Proline to trans-4-hydroxyproline ratio						
		Adenosine 5'-diphosphate (ADP) to EDTA ratio						
		Succinate to trans-4-hydroxyproline ratio						
		Glutamate to pyruvate ratio						
		Phosphate to EDTA ratio						
		Alpha-ketoglutarate to pyruvate ratio						
		Adenosine 5'-monophosphate (AMP) to EDTA ratio						
		Glutamate to alanine ratio						
		Adenosine 5'-diphosphate (ADP) to glucose ratio						
		Adenosine 5'-diphosphate (ADP) to mannitol to sorbitol ratio						
		Adenosine 5'-diphosphate (ADP) to N-acetylneuraminate ratio						
		Glucose to mannitol to sorbitol ratio						
		Mannose to fructose ratio						
		Adenosine 5'-diphosphate (ADP) to cytidine ratio						
		Glucose-to-mannose ratio						
		Cytidine to N-acetylneuraminate ratio						
		Adenosine 5'-diphosphate (ADP) to choline phosphate ratio						
		Cytidine to N-acetylglucosamine to N-acetylgalactosamine ratio						
		N-acetylneuraminate to N-acetylglucosamine to N-acetylgalactosamine ratio						
		Adenosine 5'-diphosphate (ADP) to choline ratio						
		Choline phosphate to choline ratio						
		Choline phosphate to phosphoethanolamine ratio						
		Adenosine 5'-diphosphate (ADP) to ornithine ratio						
		Adenosine 5'-diphosphate (ADP) to glutamine ratio						
		Inosine 5'-monophosphate (IMP) to urate ratio						
		Adenosine 5'-diphosphate (ADP) to 5-oxoproline ratio						
		Glutamate to 5-oxoproline ratio						
		Adenosine 5'-diphosphate (ADP) to uridine ratio						
		Phosphate to urate ratio						
		Phosphate to 5-oxoproline ratio						
		Adenosine 5'-monophosphate (AMP) to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio						
		Adenosine 5'-monophosphate (AMP) to leucine ratio						
		Leucine to phosphate ratio						
		Leucine to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio						
		Proline to glutamate ratio						
		Phosphate to proline ratio						
		Arachidonate (20:4n6) to caffeine ratio						
		Adenosine 5'-monophosphate (AMP) to urate ratio						
		Arachidonate (20:4n6) to paraxanthine ratio						
		Caffeine to paraxanthine ratio						
		Arachidonate (20:4n6) to linoleate (18:2n6) ratio						
		Phosphoethanolamine to choline ratio						
		Caffeine to linoleate (18:2n6) ratio						
		Paraxanthine to linoleate (18:2n6) ratio						
		Cholesterol to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio						
		Cholesterol to benzoate ratio						
		Cholesterol to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio						
		Cholesterol to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio						
		Benzoate to oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] ratio						
		Benzoate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio						
		Histidine to asparagine ratio						
		Benzoate to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio						
		Histidine to alanine ratio						
		Alanine to asparagine ratio						
		Salicylate to oxalate (ethanedioate) ratio						
		Glutamine to alanine ratio						
		Salicylate to taurocholate ratio						
		Citrate to taurocholate ratio						
		Histidine to glutamine ratio						
		Salicylate to citrate ratio						
		Taurocholate to oxalate (ethanedioate) ratio						
		Serine to threonine ratio						
		Serine to alpha-ketobutyrate ratio						
		Maltose to sucrose ratio						
		Glucose to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio						
		Glucose to N-stearoyl-sphingosine (d18:1 to 18:0) ratio						
		Fructose to maltose ratio						
		Alpha-ketobutyrate to 3-methyl-2-oxovalerate ratio						
		Glucose to N-palmitoyl-sphinganine (d18:0 to 16:0) ratio						
		Threonine to alpha-ketobutyrate ratio						
		Threonine to pyruvate ratio						
		Alpha-ketobutyrate to 4-methyl-2-oxopentanoate ratio						
		3-methyl-2-oxovalerate to 4-methyl-2-oxopentanoate ratio						
		3-methyl-2-oxovalerate to 3-methyl-2-oxobutyrate ratio						
		Androsterone glucuronide to etiocholanolone glucuronide ratio						
		Glucuronate to androsterone glucuronide ratio						
		"Bilirubin (Z,Z) to androsterone glucuronide ratio"						
		"Bilirubin (Z,Z) to etiocholanolone glucuronide ratio"						
		4-methyl-2-oxopentanoate to 3-methyl-2-oxobutyrate ratio						
		"Bilirubin (Z,Z) to glucuronate ratio"						
		Glucuronate to etiocholanolone glucuronide ratio						
		Paraxanthine to 5-acetylamino-6-formylamino-3-methyluracil ratio						
